Madeleines coquilles aux oeufs leader price;457;6.1;58;22.7;100 g
Madeleines ker cadélac (moelleuses extra nature);426;6;59;18.5;100 g
Madeleines longues aux oeufs hennebont aldi;435;6.1;56;20.7;100 g
Madeleines nappées de chocolat morina : par unité de 25 g;119;1.3;13;6.87;1 unité
Madeleines p'tit déli marque repère;420;5.5;57;19;100 g
Madeleines st michel aux pépites chocolat;62;0.8;7.8;3;1 unité
Madeleinette bijou caramel;438;6;60;19;100 g
Madeleinette bijou vanille;429;6;60;18;100 g
Maggi douceur de légumes au compté;400;12;52.1;14.7;100 g
Magnum;326;4;29;21.2;1 unité
Magnum amandes;315;5.1;31;19;100 g
Magnum double chocolat;346;4.1;33;22;100 g
Magnum n°1 first kiss;220;2.5;24;12;1 portion
Magnum vanille;254;3;18;18;100 g
Magret de canard du sud ouest séché et fumé au bois de hêtre;340;19;1;29;100 g
Maïs;99;2.9;18.8;1.3;100 g
Mais aldi;101;3.5;14.3;2.1;1 pot
Mais bonduelle vital sans sel sucre ajouté;73;3.1;10.9;1.9;100 g
Mais doux carrefour;65;2.3;9.8;1.2;100 g
Maïs doux marque carrefour;99;2.9;18.8;1.3;100 g
Maïs doux marque saint eloi;99;2.9;18.8;1.3;100 g
Maïs doux sans ogm auchan;104;2.9;21.2;0.8;100 g
Mais doux ultra croquant sans sucres ajoutés géant vert;68;2.5;11;1;100 g
Maïs géant vert;94;2.5;18.4;0.7;100 g
Maïs grillé salé;429;8.2;72.7;11.9;100 g
Mais tendre notre jardin marque repère;120;3;22;1.5;100 g
Mais vital sans sucre ni sel ajouté bonduelle;73;3.1;10.9;1.9;100 g
Maître jean pierre - 10 milk rools (petit pain);342;8.8;54;11;100 g
Maïzena;350;9;70;3.5;100 g
Maki avocat;105;3;19;1;100 g
Maltesers;500;8.2;53.8;24.6;100 g
Maltodextrine;380;0;94;0;100 g
Maltodextrine carbo plex active-power;400;0;100;0;100 g
Mamie nova gourmand - dessert chocolat;153;4.3;15.6;8.1;100 g
Manchons de poulet maître coq nature;199;22;3;11;100 g
Manchons de poulet rôtis marque repère;220;22;2;14;100 g
Mandarine (1 fruit moyen);45;0.68;11.21;0.26;1 unité
Mandarine (1 petit fruit);37;0.57;9.34;0.22;1 unité
Mandarine (1 quartier d'un gros fruit);13;0.2;3.27;0.08;1 portion
Mandarine (2 quartiers d'un fruit moyen);22.5;0.34;4.67;0.11;1 portion
Mandarine (2 quartiers d'un petit fruit);18.5;0.29;4.67;0.11;1 portion
Mandarine (3 quartiers d'un gros fruit);39;0.59;9.8;0.23;1 portion
Mangue;63.4;0.4;15;0.2;100 g
Mangue en morceaux sans peau surgelées (casino);63;1.6;14.1;12.2;100 g
Manioc;140;1.2;33;0;100 g
Maquereau en boite;196;22;0;12;100 g
Maquereau filet;184;19;0;12;100 g
Maquereaux à la moutarde dia;211;15.1;0.6;16.5;100 g
Maquereaux aromates et muscadet marque repere;85;15;0.5;2.5;100 g
Maquereaux vapeur Le Nature 1/4 de Petit Navire;243;22;0.5;17;100 g
Marbré au chocolat p'tit déli;134;1.6;14.9;7.5;1 tranche
Marbrés au chocolat bio (rik et rok);449;6;49;25;100 g
Maredsous Light 14% au jambon;190;13.5;2.5;14;100 g
Margarine 38% mg nadya marque repère;345;0.3;0.5;38;100 g
Margarine Allégée Végétale : Tournolive;540;0;0.1;60;100 g
Margarine becel à tartiner 14% mg;410;0.5;0.5;45;100 g
Margarine bio bonneterre;727;0.1;0.3;80;100 g
Margarine de cuisson fruit d'or;66;0;0.1;7.4;100 g
Margarine elle et vire léger 20% demi-sel;214;0.3;8.1;20;100 g
Margarine fruit d'or pro-activ cuisson et tartine;559;0.1;0.1;62;100 g
Margarine le plaisir & la cuisine allégée 50 % leader price;450;0;0;50;100 g
Margarine marque repère "nadiya forme" 38%;345;0.3;0.5;38;100 g
Margarine primevere 25% mg;229;0;1;25;100 g
Margarine st hubert omega 3 doux;487;0.1;0.1;54;100 g
Margarine tournesol allegee u;452;0.1;0.3;50;100 g
Marie penne au saumon crème épinards;155;6.7;17.6;6.2;100 g
Marinade de cornichons sucrés (1 tasse haché);198;0.63;53.78;0.44;1 portion
Marinade de cornichons sucrés (1/5 tasse haché);39.5;0.13;10.76;0.09;1 portion
Marlin fumé armoric;124;29.5;1.3;0.1;100 g
Marmelade d'oranges amères-bonne maman;242;0.4;60;0.1;100 g
Marmite de bouillon knorr legumes;120;2.5;6;9;100 g
Marmite de bouillon poule knorr;15;0.5;0.8;1;1 portion
Maroille;341;20;0;29;100 g
Maronsui's nestlé;253;1.9;35.7;11.2;100 g
Marrons;175;2;35;3;100 g
Marrons entiers en conserve monoprix;99;1.6;20.4;1.2;100 g
Mars (barre chocolatée);454;3.6;68.9;18.2;100 g
Mars barres glacées;272;3.3;30.9;14.8;100 g
Mars glacé;184;2;20;10;1 unité
Martin rosso ( rouge );136;0;13.9;0;100 g
Martini dry  ( extra sec );110;0;2.3;0;100 g
Mascarpone (monoprix);359;5.8;3;36;100 g
Mass gain;385;35.65;59.3;3.18;100 g
Mass tech(muscletech) 908g égale 2 mesure;348;16;68;1.2;1 portion
Masse 3150;262;15;40;5;1 portion
Master crumble - crunchy muesli with dried fruit;433;8.7;66;15;100 g
Master crumble-muesli au sirop d'érable et noix de pécan;465;8.3;60.3;19.6;100 g
Materne gelée de fraise;240;0.3;59.3;0.2;100 g
Mathurin monique ranou;263;44;2.5;8.6;100 g
Matin plaisir jus d'orange 100%;45;0.7;9.4;0.2;100 ml
Matin vitalité auchan ( abricots, amandes, pépites de chocolat );474;8;63;20;100 g
Maxi gauffre frangipanne amande;390;5.4;58.6;14.5;100 g
Maxi jac' complet;99;3.7;17;1.4;1 tranche
Maxi jambon oeuf bacon monoprix;284;13;21;16;100 g
Maxwell House Maxiccino Toblerone (stick 21gr);415;3.8;73.5;11.5;100 g
Mayonnaise à la moutarde à l'ancienne carrefour;668;1.3;2.5;72.5;100 g
Mayonnaise a la moutarde de dijon vita d'or;709;1.1;2.9;77;100 g
Mayonnaise alégée amora;420;1;13;40;100 g
Mayonnaise amora;670;1.5;2.5;73;100 ml
Mayonnaise aux oeufs albona;728;1.2;0.4;80;100 g
Mayonnaise benedicta;661;11;2;72;100 g
Mayonnaise de dijon "amora";670;1.5;2.5;73;100 g
Mayonnaise extra legere benedicta;138;1;11.7;9.8;100 g
Mayonnaise heinz;670;0.9;5.1;72;100 g
Mayonnaise legere benedicta 10%mg;138;1;11.3;9.8;100 g
Mayonnaise lesieur extra lesieur;275;1.6;9.5;25.5;100 g
Mayonnaise light effi;306;0.4;7.6;31;100 g
Mayonnaise plaisir et légèreté à la moutarde a l'ancienne amora;430;0.9;12;42;100 g
Mayonnaise transgourmet;623;0;2.4;68;100 g
Mc cafe latte ecreme;260;6;9;0;100 g
Mc do bigmac pain complet;480;29;35;25;1 unité
Mc do: deluxe potatoes (grande);310;5;39;14;1 portion
Mc do: royal bacon;505;29;34;26;1 portion
Mc do: sauce deluxe potatoes;90;0.6;1.1;9.1;1 portion
Mc flurry m&m;'s;355;7;50;14;1 pot
Mc wrap crudité poulet;495;21;46;25;1 portion
Mc wrap poulet bacon;169;10;17;7;100 g
Mcchicken;235;11;23;11;100 g
Mcdo - deluxe potatoes moyenne;220;4;26;11;1 portion
Mcdo - p'tite salade (*);50;1;8;1;1 portion
Mcdo : 4*1 chicken mcnuggets;170;11;11;9;1 portion
Mcdo : 9*1 chicken mcnuggets;380;25;25;20;1 portion
Mcdo : ananas à croquer;74;0;11;2;1 unité
Mcdo : beurre;72;0;0;8;100 g
Mcdo : big mac;495;27;40;25;1 unité
Mcdo : boisson chaude gout cacao suchard;109;3;22;1;1 pot
Mcdo : boisson fanta orange 40cl;152;0;38;0;1 pot
Mcdo : boisson sprite 40cl;152;0;38;0;1 pot
Mcdo : café expresso jacques vabre;8;1;1;0;1 pot
Mcdo : cheeseburger;301;16;30;13;1 portion
Mcdo : chicken mythic;655;29;56;35;1 unité
Mcdo : chocoglacé;390;7;39;23;1 unité
Mcdo : confiture extra fraise ou abricot;72;0;18;0;1 portion
Mcdo : crumble aux pommes;195;2;34;6;1 unité
Mcdo : filet-o-fish;356;16;37;16;1 unité
Mcdo : formule brunch num2;790;34;105;26;1 portion
Mcdo : formule brunch num4;872;35;111;32;1 portion
Mcdo : formule duo sucrée;410;8;63;14;1 portion
Mcdo : frite moyenne;341;5;42;17;1 portion
Mcdo : fruits & yogurt;110;3;20;2;100 g
Mcdo : gervais paille fraise;70;3;11;2;1 unité
Mcdo : ketchup;12;0;3;0;1 portion
Mcdo : le mixte;620;27;69;24;1 unité
Mcdo : le p'tit wrap ranch;320;14;29;16;1 unité
Mcdo : mac chicken;445;21;43;21;1 unité
Mcdo : mccrispy chocolat lait;249;3;30;13;1 portion
Mcdo : mcflurry daim;346;6;49;14;1 pot
Mcdo : mcflurry m&ms;;341;7;49;13;1 pot
Mcdo : milkshake arome fraise;287;7;49;7;1 pot
Mcdo : mousse au chocolat;250;4;21;17;1 unité
Mcdo : muffin chocolat;347;5;39;19;1 unité
Mcdo : pancake nature;148;4;24;4;1 unité
Mcdo : petite salade avec sauce balsamique;45;1;8;1;1 portion
Mcdo : poulet-poivre;765;26;85;33;1 unité
Mcdo : recette chicken caesar au poulet croustillant;300;26;13;16;1 portion
Mcdo : recette fromagere;274;15;13;18;1 portion
Mcdo : recette jambon aoste;158;17;9;6;1 portion
Mcdo : royal cheese;507;32;34;27;1 unité
Mcdo : salade grecque;91;5;2;7;1 portion
Mcdo : salade p'tites tomates;10;1;2;0.9;1 portion
Mcdo : sauce chinoise 30g;48;0;12;0;1 portion
Mcdo : sauce deluxe patatoes 30g;89;1;1;9;1 portion
Mcdo : sauce patatoes;89;1;1;9;1 portion
Mcdo : sauce salade caesar 75ml;54;2;7;2;1 portion
Mcdo : sauce vinaigrette allégée moutarde;129;0;3;13;1 portion
Mcdo : stick pate à tartiner;98;1;10;6;1 portion
Mcdo : sundae caramel;347;6;56;11;1 pot
Mcdo : thé tetley;8;1;1;0;1 pot
Mcdo canada - angus avec bacon et fromage (1 unité);796;47;53;44;1 unité
Mcdo canada - angus avec fromage suisse et champignons (1 unité);752;42;47;44;1 unité
Mcdo canada - angus de luxe (1 unité);795;42;51;47;1 unité
Mcdo canada - big mac (1 unité);533;24;44;29;1 unité
Mcdo canada - cheeseburger (1 unité);300;15;33;12;1 unité
Mcdo canada - cheeseburger avec bacon (1 unité);343;18;34;15;1 unité
Mcdo canada - cheeseburger double (1 unité);434;24;35;22;1 unité
Mcdo canada - fajita au poulet (1 unité);197;14;24;5;1 unité
Mcdo canada - filet de poisson (1 unité);396;16;38;20;1 unité
Mcdo canada - hamburger (1 unité);248;12;32;8;1 unité
Mcdo canada - petite salade césar (1 unité);118;4;12;6;1 unité
Mcdo canada - petite salade fraîcheur du jardin (1 unité);45.5;3;5;1.5;1 unité
Mcdo canada - poulet mccroquettes (1 unité);54.7;2.5;3.3;3.5;1 unité
Mcdo canada - poulet mccroquettes (par 10);548.2;25;33.3;35;1 portion
Mcdo canada - poulet mccroquettes (par 6);329;15;20;21;1 portion
Mcdo canada - salade à la toscane avec poulet croustillant (100 g);121.7;6.3;10.4;6.1;100 g
Mcdo canada - salade à la toscane avec poulet grillé (100 g);97.4;7.6;8.2;3.8;100 g
Mcdo canada - salade césar suprême (100 g);124.3;3.3;8.2;8.7;100 g
Mcdo canada - salade césar suprême avec poulet croustillant chaud (100 g);196.4;10.6;11.5;12;100 g
Mcdo canada - salade césar suprême avec poulet grillé chaud (100 g);123.1;10;6.6;6.3;100 g
Mcdo canada - salade Épicée à la thaïe (100 g);42.9;1.3;7.4;0.9;100 g
Mcdo canada - salade Épicée à la thaïe avec poulet croustillant chaud (100 g);90.6;6.1;8.9;3.4;100 g
Mcdo canada - salade Épicée à la thaïe avec poulet grillé chaud (100 g);66.3;7.5;6.6;1.1;100 g
Mcdo canada - salade-repas à la sud-ouest avec poulet croustillant (100 g);119.6;8;10.2;5.2;100 g
Mcdo canada - salade-repas à la sud-ouest avec poulet grillé (100 g);98.6;9.2;7.8;3.4;100 g
Mcdo canada - sandwich blt (100 g);287.6;8.6;29.1;15.2;100 g
Mcdo canada - sandwich fromage monterey jack et tomate (100 g);273.5;7.7;27.6;14.7;100 g
Mcdo canada - sandwich junior au poulet (100 g);288.4;9.1;28.8;15.2;100 g
Mcdo canada - sandwich macpoulet (100 g);286;9.8;26.6;15.6;100 g
Mcdo canada - sandwich mcbistro au poulet croustillant à la sud-ouest (100 g);229.8;11.4;20.4;11.4;100 g
Mcdo canada - sandwich mcbistro au poulet croustillant avec fromage suisse et champignons (100 g);244.8;12.8;20.5;12.4;100 g
Mcdo canada - sandwich mcbistro au poulet grillé avec fromage suisse et champignons (1 unité);469;33;37;21;1 unité
Mcdo canada - sandwich mcmini au poulet croustillant à la mangue aigre-douce (1 unité);306;12;33;14;1 unité
Mcdo canada - sandwich mcmini au poulet croustillant au pesto (1 unité);334;13;30;18;1 unité
Mcdo canada - sandwich mcxtra (1 unité);516;25;41;28;1 unité
Mcdo canada - sandwich poulet croustillant à la sud-ouest (1 unité);601;29;56;29;1 unité
Mcdo canada - sandwich poulet croustillant classique (1 unité);474;24;54;18;1 unité
Mcdo canada - sandwich poulet grillé à la sud-ouest (1 unité);509;33;47;21;1 unité
Mcdo canada - sandwich poulet grillé classique (1 unité);395;28;46;11;1 unité
Mcdo canada - sandwich quart de livre avec fromage (1 unité);536;30;41;28;1 unité
Mcdo canada - sauce pour poulet mccroquettes - moutarde forte (1 unité);61;0.5;8;3;1 unité
Mcdo canada - sauce pour poulet mccroquettes - sauce aigre-douce (1 unité);48.8;0.2;12;0;1 unité
Mcdo canada - sauce pour poulet mccroquettes - sauce au miel (1 unité);60;0;15;0;1 unité
Mcdo canada - sauce pour poulet mccroquettes - sauce barbecue (1 unité);41.2;0.3;10;0;1 unité
Mcdo canada - sauce pour salades - vinaigrette à la sud-ouest (1 unité);160;1;3;16;1 unité
Mcdo canada - sauce pour salades - vinaigrette asiatique au sésame (1 unité);129;1;11;9;1 unité
Mcdo canada - sauce pour salades - vinaigrette balsamique (1 unité);105.4;0.1;6;9;1 unité
Mcdo canada - sauce pour salades - vinaigrette césar légère (1 unité);134;1;1;14;1 unité
Mcdo canada - sauce pour salades - vinaigrette césar suprême (1 unité);273;1;2;29;1 unité
Mcdo canada - sauce pour salades - vinaigrette framboises farouches (1 unité);63.9;0.1;8;3.5;1 unité
Mcdo canada - wrap-Éclair au poulet croustillant (1 unité);293;14;30;13;1 unité
Mcdo canada - wrap-Éclair au poulet croustillant avec sauce buffalo Épicée (1 unité);272;13;28;12;1 unité
Mcdo canada - wrap-Éclair au poulet grillé (1 unité);236;16;25;8;1 unité
Mcdo canada - wrap-Éclair au poulet grillé avec sauce buffalo Épicée (1 unité);219;15;24;7;1 unité
Mcdo petit wrap cheese;345;13;33;18;1 unité
Mcdo: filet de poisson;410;16;38;21;1 unité
Mcdo: frites moyen format 110g;350;4;44;18;1 unité
Mcdo: hamburger;255;13;30;9;1 unité
Mega aminos;369;70;13;4;100 g
Mega protein next nutrition;175;29;0.8;0.6;1 portion
Mélange 3 fruits daco bello (raisins secs, amandes et noisettes);435;9.5;48;23;100 g
Mélange 5 céréales (monoprix bio);356;11;69;2.4;100 g
Mélange au brocoli (ringis);29;1.6;3.9;0.1;100 g
Mélange catalan (ringis);97;1.8;9.8;5.1;100 g
Mélange céréales auchan blé soja avoine orge;379;22.9;50.8;7.5;100 g
Mélange de céréales & légumes secs carrefour;347;23;44.2;8.7;100 g
Mélange de choux fleur green grocer's lidl;58;1.8;4.4;3.1;100 g
Mélange de fruits secs daco bello (tropical 6 fruits);380;3;70;10;100 g
Mélange de legumes et pomme de terre surgelé (aldi);82;2.3;9;3.5;100 g
Mélange de légumes grillés/poivron/aubergine/courgette auchan;46;1.9;9;0.3;100 g
Mélange de légumes nature cuit surgelé daucy;19.3;1.5;3.1;0.1;100 g
Mélange de légumes vapeur picard;48;4.5;5.8;0.8;100 g
Mélange de légumes "green grocers" lidl;60;2.7;5.8;2.9;100 g
Mélange forestier auchan;28;1.5;3.5;0.4;100 g
Mélange fruits exotiques;385;1.9;72.4;9.8;100 g
Mélange graines/fruits trio gourmand auchan;505;17.6;31.1;33.4;100 g
Mélange légumes tropicales ardo;35;1.98;5.68;0.65;100 g
Mélange naturel de noix et de raisins seeberger (wertvoll snacks);495;11;38;32;100 g
Mélange pomme amande canelle bio;21.7;0.7;2.7;1;cuillérée à café
Mélange pour curry indien (ducros);226;18.9;6.7;13.8;100 g
Melange pour salade croustillante aux noix ducros;449;16;31.8;28.6;100 g
Mélange quinoa boulgour (monoprix bio);349;14;63;2.9;100 g
Mélange select lorentz;530;17;31;37;100 g
Mélanges de légumes grillés - farmer's best migros;73;1.5;4;5;100 g
Melba toast (pasquez);80;3;14;1;100 g
Meli melo gourmand (tipiak);334;15.2;59.1;4.1;100 g
Melivie 0% fraise;87;7.6;14;0.1;100 g
Melon;29.8;1;6;0.2;100 g
Menier de nestlé chocolat à pâtisser;495;6.2;53;28.7;100 g
Mentos ice menthe chloro sans sucres ;164.4;0;68.5;0;100 g
Menu big mac;836;32;82;42;1 unité
Menu sushi saumon;481;16.5;65.1;16.2;1 part
Merguez;279;13;0.5;25;100 g
Merlan (filet ou entier);128.6;19.6;0;5.6;100 g
Merlan frit;134;20;0;6;100 g
Merlu aux courgettes leader price;57;5.9;4.5;1.7;100 g
Merlu blanc sauce marinier et riz basmati carrefour;549;7.1;16.8;3.2;100 g
Merlu blanc sauce provençale et petits légumes (fine ligne leader price);63;5.9;3.3;2.9;100 g
Merlu concassée de tomates et tagliatelles au basilic;110;7.5;12.9;3.5;100 g
Merzer 12% mg;214;26;0.5;12;100 g
Metabolic whey;120.5;22;3;2.5;1 portion
Mets composés, 1 côtelette de porc grillée, 2 pommes de terre moyennes, 95 g d'épinards bouillis et;494;28.26;68.93;11.96;1 unité
Mets composés, 2 tranches de pain de viande porc-boeuf à l'ancienne, 130 grammes de haricots verts ;634;25.26;73.89;25.35;1 unité
Mi-chèvre soignon;290;21;2;22;100 g
Miche au pommes style strudel- Innkeeper;200;7;39;4;1 tranche
Micro régime barre chocolat blanc noisettes;383;25.5;45.4;14;100 g
Miel;300;0;75;0;100 g
Miel châtaignier bio 400g (rigoni di asiago);302;0.4;75;0;100 g
Miel crémeux de france leader price;320;0.5;80;0;100 g
Miel de fleurs U;316;1;78;0;100 g
Miel d'Oranger d'Espagne (marque Repère - Leclerc );320;1;78;0;100 g
Miel toutes fleurs lidl;307;0.4;76;0.1;100 g
Miette thon tomate odysse;112;18.8;6.8;1.1;100 g
Miettes de crabe odysée;73;16;1.4;0.3;100 g
Miettes de thon a la tomate;108;15;6.2;2.6;100 g
Miettes de thon à la tomate monoprix;105;14.4;4.9;3;100 g
Miettes de thon à l'huile de tournesol belle france;243;21;1.4;17;100 g
Mignonette cote d'or noir-orange;580;6.6;33;46.5;100 g
Mijoté de lotte st jacques;133;12;3.3;8;100 g
Mikado chocolat blanc de lu;485;8.1;67;20;100 g
Mikado lait ;475;7.5;71;20;100 g
Miko glace caramel;220;3.5;22;10;100 g
Milical barre hyperprotéinée;324;33.3;30.8;6.5;100 g
Milical crème minceur;328;38;31.8;1.6;100 g
Milical hyperprotéiné milk shakes saveur chocolat;335;51.6;20.9;2.1;100 g
Milk shake aldi;90;5.5;12;1.9;100 g
Milka cake&choc;;420;5.4;55;21;100 g
Milka choco pause;505;5.7;65.5;24;100 g
Milka chocolat tendre lait;570;7.8;49;37.5;100 g
Milka maxiccino;415;7.8;62.5;12.5;100 g
Milka mini-tablettes : par unité de 29 g;153;1.9;17;8.6;100 g
Milka rolls;450;7.7;69;16;100 g
Milka tendre moment duo praliné & cacao;540;5.6;56;32;100 g
Milka tendres moments à la mousse au praliné;570;6.3;51;37.5;100 g
Milka tendres moments duo lait & fambroise;530;5.7;57;30.5;100 g
Milky way;120.5;1;19.9;4.1;1 unité
Mille feuille;320;6;31;19;100 g
Millet;378;11;73;4.2;100 g
Mimoletto président;359;29;0;27;100 g
Mincidélice boisson hyperprotéiné chocolat;100;18;2.6;1.4;1 portion
Mini babas au rhum monoprix;218;2.7;43;3.9;100 g
Mini barres chocolatées Marque repère;550;8;53;34;100 g
Mini biscuits à la cuillère (aux petites de chocolat) casino delices;404;8.4;70;10;100 g
Mini blinis x 16 (monoprix);308;7.7;40;13;100 g
Mini bn chocolat;490.3;6.4;66;22.3;100 g
Mini bn malin parfum chocolat - 25% de sucre en moins : par pochon de 42 g;201;3;26.2;9.4;1 portion
Mini boulettes au boeuf-charal;186;13;5;13;100 g
Mini cannelés monoprix;258;5;54;2.4;100 g
Mini chupa chups;389;0;96;0;100 g
Mini cônes chocolat et vanille (mr trofic) (18g=1cone);60;0.8;6;3.5;1 portion
Mini flamm'kueche thiriet;325;7.2;30;19.2;1 portion
Mini gratin de legume;77;3.1;5.2;4.4;100 g
Mini gratins de pomme de terre super u;165;2.9;14.1;10.7;100 g
Mini knacks pur boeuf balls monoprix;322;12;1;30;100 g
Mini ourson;400;6;60;15;100 g
Mini pain de viande la fernandière (québec);200;14;6;12;100 g
Mini pâté croûte picard;325;10.9;23.4;20.9;100 g
Mini roitelet;347;17;1.3;31;100 g
Mini samossas au poulet curry (saveurs d'ailleurs) casino;470;8.4;36;32.5;100 g
Mini select thiriet creme glacée;230;23;24.1;13.3;100 g
Mini tartelettes sablees  sucrees pur beurre a garnir;495;8;64;23;100 g
Mini tranches aux 9 céréales fine ligne;338;12;56;5.4;100 g
Mini wraps surgelés picard;215;8.9;20.8;10.2;100 g
Mini-breaks 'kellogg's special k', nature;409;9;73;9;100 g
Mini-cake aux fruits weight-watchers ; par unité;68;1;13.1;1.3;1 unité
Mini-choux saveur bleu-noix (bouton d'or-intermarché);654;10.8;26;56;100 g
Mini-gratins  surgelés aux 4 légumes  (marque repère leclerc);110;5;10;5;100 g
Mini-gratins aux 3 légumes picard;97;2.8;7.6;6.1;100 g
Mini-pot vanille, dessert glacé allégé picard;73;3.87;20.12;0.37;100 g
Minis pancakes (6 unités) - burger king;268.5;2.9;41.3;10.2;1 unité
Minute maid pomme;47;0.1;11;0;100 g
Mirabelles non dénoyautées au sirop;72;1.4;17.2;0.2;100 g
Miso de riz bio non stérilisé danival;131;8.7;13.5;4.6;100 g
Miso de riz danival pasteurisé;131;8.7;13.5;4.6;100 g
Mister freeze;35;0;0;0;1 unité
Mix buffet penne basilic;340;17.8;29.8;16;1 unité
Mix céréales à l'amarante et quinoa aux petits légumes;335;11;64;4;100 g
Mix graines bio ( celnat );460;24;22;30;100 g
Mix pour flan patissier;380;0.8;92.7;0.6;100 g
Mk protein aptonia;148;28.8;6;0.8;1 portion
Mlo after fuel;398;33;60;3.2;100 g
Mlo pro time;370;80;11;1;100 g
Mocha nescafé dolce gusto;120;5.3;12.4;5.1;1 unité
Moelleux au chocolat ramequin(à rechauffer) gü desserts;459;6.2;27.5;37;100 g
Moelleux au chocolat thiriet;449;5.4;37;30.6;100 g
Moelleux aux fruits gringoire (30g);380;5.4;53.3;16.1;100 g
Moelleux citron;435;5.7;51;24;100 g
Moelleux nature;440;5.8;52;24;100 g
Moelleux vanille-chocolat;435;6.2;50;24;100 g
Moka (bonne maman);241;3.8;20;16.2;100 g
Mon chéris;42;0.3;5.8;2;1 portion
Mon filet de poulet doré au four monique ranou;96;20.6;1.4;0.9;100 g
Mon flan goût vanille nappé de caramel (monoprix);90;2.6;18;0.8;100 g
Mon plat gerlinea champignons;103;9.9;2.4;3.3;100 g
Mon repas gerlinéa vanille;206;13.1;24.4;5.5;1 portion
Monavie;53.2;0.4;12;0.4;100 ml
Monique Ranou - salade de chou et de carottes assaisonnée;134;0.9;4.9;11.7;100 g
Monoprix bio muesli de 4 céréales, 25% de fruits;346;7.7;69;2.3;100 g
Monoprix briochettes pur beurre;340;9.5;53;10;100 g
Monoprix mélange de fruits rouges, surgelés;54;0.75;8.9;0.47;100 g
Monster energy lo-carb (canette bleue);9;0;2.4;0;100 ml
Monster munch salé;500;4;63;26;100 g
Mont blanc praliné;149;3.9;21.5;5.3;100 g
Mont blancriz au lait ;137;1.65;20.6;5.3;100 g
Morbier;347;23.6;0;28.1;100 g
Morilles extra (le montagnard);330;30;41;5;100 g
Morue et harengs aux pommes de terre leader price;112;5.1;11.9;4.9;100 g
Morue salee;163;38;0;1;100 g
Moules;70;12;2;1.5;100 g
Moules marinière picard;113;10;9.1;4.1;100 g
Moules marinières décoquillées surgelé (frial-aldi);98;13.9;3.6;3.1;100 g
Mouliné 10 légumes;31;0.6;5.2;0.7;100 ml
Mouline de legumes varies;31;0.7;5.2;0.8;100 ml
Mouliné Légumes variés emmental saint eloi;35;1.5;3.6;1.5;100 ml
Mousline cake;353;7;69.5;4.3;100 g
Moussaka;175;4;22;8;1 portion
Moussaka et legumes grilles la cuisisne d'oceane;225;20.1;9.6;11.7;1 unité
Moussaka garantie sans conservateur ajouté et riche en légumes surgelé (maggi);141;6;7.2;9.9;100 g
Mousse à la noix de coco leader price;190;3.8;22.9;9.2;100 g
Mousse au café leader price : par unité de 60g;100;1.74;13.58;4.36;1 unité
Mousse au chocolat  au lait (bonne maman);324;7.7;25.2;21.1;100 g
Mousse au chocolat (dia);187;4.4;22.4;5.6;100 g
Mousse au chocolat (pâturages);264;3.3;11;23;100 g
Mousse au chocolat au soja leader price : par pot de 60g;72;1.2;11.6;2.4;1 pot
Mousse au chocolat lidl;137;4.8;20.7;3.7;100 g
Mousse au chocolat noir bio (auchan);363;8.3;23.6;26.2;100 g
Mousse au chocolat noir kingfrais;137;4.8;20.7;3.7;100 g
Mousse au chocolat sur ganache (auchan);357;4.1;14;29;100 g
Mousse au fromage blanc sur fruit taillefine;78;6.1;10.5;1.4;100 g
Mousse aux fruits framboise - fraise carrefour (88g);62;5.3;9.8;0.2;100 g
Mousse aux fruits framboise-fraise 0%mg (ondilège casino);32;4.4;7.7;0.1;100 g
Mousse aux fruits maitre laitier;241;5.2;10.7;0;1 pot
Mousse aux fruits pot 150 g framboise-fraise 0%mg (ondilège casino);48;4.4;7.7;0.1;1 pot
Mousse bifidus à la fraise leader price;145;3.8;15;7.7;100 g
Mousse chocolat au lait (délisse);180;4.5;21;8.5;100 g
Mousse citron nestlé 115 cl;138;4.6;16.2;6.1;100 g
Mousse de canard;392;11;1.5;38;100 g
Mousse de canard à la pointe de porto weightwatchers;241;12.3;5.3;19;100 g
Mousse de canard monoprix;377;11;4.6;35;100 g
Mousse de foie auchan;297;11;2.5;6.8;100 g
Mousse de fruits ondilege fraise framboise 0%mg;32;2.9;5.1;0.1;100 g
Mousse de thon petit navire;273;11.1;1.5;24.7;100 g
Mousse fraise-framboise leader price;56;4.5;8.9;0.3;100 g
Mousse mangue-pêche carrefour 0%;65;5.2;10.7;0.2;100 g
Mousse pêche/mangue 0 % 'maîtres laitiers' - netto - le pot 150 ml;57;4.6;9.6;0;100 g
Moutarde;97;6;7;5;100 g
Moutarde à l'ancienne amora;144;7;4.5;9.8;100 g
Moutarde de dijon fine et forte amora;159;7.1;6.2;11.8;100 g
Mouton cervelle;116.5;10;0;8.5;100 g
Mouton côtelette;216;18;0;16;100 g
Mouton foie;120;21;0;4;100 g
Mouton rognons;105;17;1;3.5;100 g
Moyenne potatoes macdo;210;3;42;27;1 portion
Mozzarela santa lucia galbani;247;18;1;19;100 g
Mozzarella 20 mini;196;17.5;1;13.5;100 g
Mozzarella aldi;245;18;1.5;18.5;100 g
Mozzarella auchan marque pouce;235;17;1.3;18;100 g
Mozzarella di bufala campana (cantile );270;15;0.5;23;100 g
Mozzarella galbani;247;18;1;19;100 g
Mozzarella leader price;252;17;1;20;100 g
